Title,LastEdited,Link,Text
Dantrell,3 December 2019,https://en.wikipedia.org/wiki/Dantrell,Dantrell is a given name. Notable people with the given name include:
Anastasia Koval,27 September 2019,https://en.wikipedia.org/wiki/Anastasia_Koval,Anastasia Koval (Ukrainian: Анастасія Коваль; born 6 November 1992 in Kiev) is a Ukrainian artistic gymnast. She was a member of the 2007 Ukrainian world team and competed at the 2007 World Artistic Gymnastics Championships. She also competed at the 2008 Summer Olympics in the team and uneven bars individual events.[1]
Baba Brinkman,4 March 2020,https://en.wikipedia.org/wiki/Baba_Brinkman,"Dirk Murray Baba Brinkman (born October 22, 1978) is a Canadian rapper and playwright best known for recordings and performances that combine hip hop music with literature, theatre, and science.Born in the remote community of Riondel, British Columbia, in a log cabin built by his parents,[1] Brinkman is the eldest of three children of Joyce Murray, a Member of the Parliament of Canada, and Dirk Brinkman, Sr., who is notable for having founded the world's only private company responsible for planting more than one billion trees.[2] Dirk Sr gave Brinkman the honorific nickname Baba at birth, because of his son's contemplative, Buddha-like expression.[3] Brinkman's childhood was divided between Vancouver and the Kootenay region of British Columbia.[4]Brinkman spent his early summers in remote tree planting camps, and began planting trees himself at the age of 15.[5] He worked for his parents' business, Brinkman & Associates Reforestation, for twelve seasons in British Columbia and Alberta, personally planting more than one million trees.[6] During this period he also earned a Bachelor of Arts degree in English Literature from Simon Fraser University and a Master of Arts degree in Comparative Literature from the University of Victoria, Canada. He studied human evolution and primatology with the orangutan researcher Biruté Galdikas[7] and wrote his thesis comparing modern Hip hop freestyle battling with The Canterbury Tales by Geoffrey Chaucer.[8]Brinkman is married to cognitive neuroscientist and television host Dr. Heather Berlin. They have a daughter, Hannah, born in 2013, and a son, Dylan, born in 2016.[9]Brinkman first gained widespread media attention for his one-man show The Rap Canterbury Tales, devised as a means of re-telling Chaucer's iconic stories for a modern audience.[10][11] The show premiered at the Edinburgh Festival Fringe in 2004, and the following year Brinkman was sponsored by Cambridge University to perform the show in British secondary schools.[12] The Rap Canterbury Tales was published as an illustrated paperback by Talon Books in 2006.[13]Brinkman's 2010 follow-up show, Rapconteur, premiered at the Edinburgh Free Fringe and featured hip hop adaptations of Beowulf, the Epic of Gilgamesh, and the Finnish Kalevala.[14][15][16]In 2011, Brinkman premiered The Canterbury Tales Remixed at the Soho Playhouse in New York City.[17] The show combined material from Rapconteur with new adaptations of The Merchant's Tale, The Pardoner's Tale, and The Wife of Bath's Tale and was released as a full-length album in 2012.[18]Because of his interest in merging hip-hop and classic literature, Brinkman has referred to his style of rap as Lit Hop, which was also the title of his 2006 solo rap album.[19]In 2008, Brinkman was commissioned to write a new rap show about evolution by Professor Mark Pallen, microbiologist and author of The Rough Guide to Evolution. The result was The Rap Guide to Evolution, a hip hop homage to Charles Darwin which Brinkman first performed in Britain for the Darwin bicentennial in February 2009.[20] Because the lyrics were fact-checked for scientific accuracy, Professor Pallen calls it the first peer-reviewed rap.[21] Brinkman cites Richard Dawkins, David Sloan Wilson, Jared Diamond, Geoffrey Miller, and E. O. Wilson as his influences in writing the show.The Rap Guide to Evolution premiered at the 2009 Edinburgh Festival Fringe, winning a Fringe First Award from The Scotsman for best new theatre writing.[22] In 2010 the UK's largest biomedical charity, the Wellcome Trust, provided grant funding for Brinkman to make a series of educational music videos based on the show, as a resource for biology teachers.[23] The Rap Guide to Evolution completed a five-month Off-Broadway theatre run in November 2011,[24] for which Brinkman received a 2012 Drama Desk Award nomination for Outstanding Solo Performance, losing to Irish actor Cillian Murphy.[25]Brinkman has performed selections from The Rap Guide to Evolution on The Rachel Maddow Show[26] and at the Seattle Science Festival, sharing the stage with Jurassic Park palaeontologist Jack Horner and British physicist Stephen Hawking.[27]In 2010 Brinkman produced a Rationalist Anthem called Off That, attacking various forms of pseudoscience. The song was inspired by the Jay Z track of the same name, which is featured on The Blueprint 3 album. The video for Brinkman's unauthorized remix was released as part of an online science music festival called Geek Pop[28] and was popular with atheist blogs.[29][30]Brinkman followed up his Darwin tribute with a sequel show specifically about evolutionary psychology, The Rap Guide to Human Nature, which premiered at the Edinburgh Fringe in 2010.[31] The album features peer review phone messages from David Buss, Olivia Judson, and David Sloan Wilson commenting on the science content in Brinkman's lyrics.[32] In 2012 Human Nature was adapted into a theatre production, Ingenious Nature, which ran off-Broadway from November 2012 through January 2013.[33]In March 2012, Brinkman was announced as a songwriter-in-residence at the National Institute for Mathematical and Biological Synthesis (NIMBioS) and spent a month at the University of Tennessee Knoxville as a guest of the Institute, along with DJ and music producer Jamie Simmonds.[34] Brinkman later released The Infomatic EP, a collection of hip-hop songs inspired by computational biology.[35]Brinkman's next play, Rap Guide to Religion, premiered at the 2014 Edinburgh Fringe,[36] before transferring to the Soho Playhouse for an off-Broadway run in October 2014. The production ran for seven months and was a Time Out New York[37] and New York Times Critics' Pick, as well as receiving a 2015 Drama Desk Award nomination in the category Unique Theatrical Experience.[38] The show explores theories from the cognitive science of religion and promotes religious naturalism, prompting American Humanist Association magazine to refer to Brinkman as atheism's best salesman.[39]In 2015, Brinkman was commissioned by Arizona State University and Dr. Randolph Nesse to write and produce an album entitled The Rap Guide to Medicine, which communicates themes from evolutionary medicine. Dr. Nesse said of the finished project: This is amazing. I won't need to teach my course, I'll just have students listen to the album![40] The album includes songs about Mendelian disease, parasitology, somatic evolution in cancer, mismatch theory, and senescence.[41]In 2014 and 2016, Brinkman attended the Science of Consciousness conference in Tucson, AZ, performing a Rap Up or daily rap summary of the conference talks on Neuroscience and Philosophy of Mind.[42] Computational neuroscientist Anil Seth saw Brinkman's performances and proposed they collaborate on a new show about the neuroscience of consciousness.[43] Brinkman premiered Rap Guide to Consciousness at the 2017 Brighton Fringe, Winnipeg Fringe and Edinburgh Fringe to critical acclaim.[44][45][46] The show explores several neurobiological theories of consciousness, including Global Workspace Theory, Integrated Information Theory, and Predictive Coding, as well as the Philosophical Zombie, Free Will, Materialism, and Memetics.[47]Brinkman was commissioned by the WILD Foundation to produce The Rap Guide to Wilderness in 2014. The album was critically acclaimed and features songs about biodiversity, extinction, conservation, habitat loss and trophic cascade.[48][49][50][51][52]In 2015 Brinkman's play Rap Guide to Climate Chaos premiered at the Edinburgh Fringe,[53][54][55] followed by performances at the COP21 United Nations Climate Change Conference.[56] Climate Chaos went on to play-off-Broadway for six months in 2016, and featured Michael E. Mann, Gavin Schmidt, Naomi Oreskes and Bill Nye as talkback speakers.[57][58] Bill Nye also features on the album version of Climate Chaos, rapping the chorus of the track What's Beef, which remixes a Notorious B.I.G. song to discuss climate change denial.[59] Rap Guide to Climate Chaos summarizes the science, politics, and economics of climate change and advocates for a global carbon tax as part of the solution.[60]In 2016, after the election of Donald Trump, Brinkman worked with Wesleyan University professor Gary Yohe, a senior contributor to the IPCC and co-recipient along with Al Gore of the 2007 Nobel Peace Prize, to produce a new song and video entitled Erosion, summarizing data from the National Climate Assessment on the US-based physical impacts of climate change.[61][62]Brinkman and his wife, the neuroscientist Dr. Heather Berlin, co-wrote and performed in a science comedy variety show entitled Off The Top at the Edinburgh Fringe in 2014, 2015, and 2017 about the neuroscience of improvisation and freestyle rap.[63][64][65]The Rap Guide to Evolution won the National Center for Science Education's 2013 Friend of Darwin Award.[66]Teachers have also expressed concern about Brinkman's use of strong language and anti-religious sentiments in his educational performances and videos.[67]Brinkman himself has been described as an evangelical atheist[68] and has blogged about his encounters with creationists, both in educational settings[69] and within his own family.[70] He also performed in support of the Military Association of Atheists & Freethinkers Rock Beyond Belief concert alongside Richard Dawkins at Fort Bragg, NC in 2012.[71]Ingenious Nature was reviewed unfavourably, and Brinkman received criticism for singling out women in the audience, pointing at them, and rapping about their ovulation cycles, among other things.[72]The song Tranquility Bank from The Rap Guide to Wilderness received a hostile response from some environmentalists because of its assertion that urban living is better for the environment than back-to-the-land movements.[73]2004: The Rap Canterbury Tales2008: The Rebel Cell (co-written with Dizraeli)2009: The Rap Guide to Evolution2010: Rapconteur2010: The Rap Guide to Human Nature2011: The Canterbury Tales Remixed2012: Ingenious Nature2014: The Rap Guide to Religion2015: The Rap Guide to Climate Chaos2017: The Rap Guide to Consciousness2004: Swordplay2004: The Rap Canterbury Tales2005: Pandemonium2006: Lit-Hop2008: Mine the Gap (Mud Sun)2008: The Rebel Cell (Mud Sun)2009: The Rap Guide to Evolution2009: Apocalyptic Utopian Dreams in the Western Wilderness2010: Rapconteur2010: The Rap Guide to Human Nature2011: The Rap Guide to Evolution: Revised2011: The Rap Guide to Business2012: The Canterbury Tales Remixed2012: The Infomatic EP2014: The Rap Guide to Wilderness2015: The Rap Guide to Medicine2015: The Rap Guide to Religion2016: The Rap Guide to Climate Chaos2017: The Rap Guide to Consciousness2019: See From SpaceThe Rap Canterbury Tales, Talon Books 2006The Speciation of Rap The Evolutionary Review, Volume 2, March 2011Finding 'God' in the Female Orgasm The Evolutionary Review, Volume 3, May 2012Darwin On The Mic Evolution, Volume 69, Issue 5"
American Stonehenge (album),8 April 2018,https://en.wikipedia.org/wiki/American_Stonehenge_(album),"American Stonehenge is a folk album released in 1978 by Robin Williamson and his Merry Band.  This album was produced by Robin Williamson and engineered by Dirk Dalton at Dirk Dalton Recording, Santa Monica, California, in December 1977.The 2006 CD re-release by Gott Discs includes as a bonus the poetry piece Song of Mabon from a 1982 Poetry London magazine cover flexidisk.[2]All songs were written by Robin Williamson except Zoo Blues by Robin Williamson / Sylvia Woods / Christopher Caswell / Jerry McMillan.with"
"Hyde, Pennsylvania",10 April 2020,"https://en.wikipedia.org/wiki/Hyde,_Pennsylvania","Hyde is an unincorporated community and census-designated place (CDP) in Clearfield County, Pennsylvania, United States. The population was 1,399 at the 2010 census.[1]Hyde is located in the western part of Lawrence Township at 41°0′11″N 78°27′47″W﻿ / ﻿41.00306°N 78.46306°W﻿ / 41.00306; -78.46306 (41.003057, -78.463096),[2] on the southwest side of Clearfield, the county seat. It is located on the northwest side of the West Branch Susquehanna River. Pennsylvania Route 879 passes just south of the community.According to the United States Census Bureau, the CDP has a total area of 1.7 square miles (4.3 km2), of which 0.008 square miles (0.02 km2), or 0.45%, is water.[1]As of the census[3] of 2000, there were 1,491 people, 636 households, and 445 families living in the CDP. The population density was 900.7 people per square mile (346.8/km²). There were 697 housing units at an average density of 421.0/sq mi (162.1/km²). The racial makeup of the CDP was 98.99% White, 0.27% Asian, and 0.74% from two or more races. Hispanic or Latino of any race were 0.40% of the population.There were 636 households, out of which 27.2% had children under the age of 18 living with them, 52.2% were married couples living together, 13.4% had a female householder with no husband present, and 30.0% were non-families. 26.3% of all households were made up of individuals, and 11.9% had someone living alone who was 65 years of age or older. The average household size was 2.34 and the average family size was 2.80.In the CDP, the population was spread out, with 23.5% under the age of 18, 6.2% from 18 to 24, 27.8% from 25 to 44, 24.4% from 45 to 64, and 18.1% who were 65 years of age or older. The median age was 39 years. For every 100 females, there were 94.6 males. For every 100 females age 18 and over, there were 88.9 males.The median income for a household in the CDP was $24,342, and the median income for a family was $33,895. Males had a median income of $26,853 versus $18,882 for females. The per capita income for the CDP was $12,645. About 16.2% of families and 21.4% of the population were below the poverty line, including 43.8% of those under age 18 and 9.8% of those age 65 or over."
Politics of New Hampshire,13 March 2020,https://en.wikipedia.org/wiki/Politics_of_New_Hampshire,"New Hampshire is often noted for its moderate politics (especially in relation to strongly Democratic neighboring states) and its status as a prominent swing state. Voters predominantly selected Republicans for national office during the 19th and 20th centuries until 1992. Since then, the state has been considered as a swing state, and the Cook Political Report now classifies New Hampshire as Even after the 2016 election, reflecting that neither party has an advantage. Since 2006, control of the state legislature and New Hampshire's congressional seats have switched back and forth between Republicans and Democrats in a series of wave elections.Due to its large State House, the annual town meetings in most communities, and the prominence of the New Hampshire Primary every four years, New Hampshire has been noted for its high level of political participation and retail politics.[clarification needed] Some have called politics the state sport.[1]Historically, New Hampshire was a staunchly conservative state and regularly voted Republican, with only Hillsborough County leaning Democratic before the 1970s. Some sources trace the founding of the Republican Party to the town of Exeter in 1853. Prior to 1992, New Hampshire had only strayed from the Republican Party for three presidential candidates—Woodrow Wilson, Franklin D. Roosevelt and Lyndon B. Johnson. The state voted for Presidents Richard Nixon and Ronald Reagan twice by overwhelming majorities.Beginning in 1992, New Hampshire became a swing state in both national and local elections. The state supported Democrats Bill Clinton in 1992 and 1996, John Kerry in 2004, and Barack Obama in 2008 and 2012. Among the states that George W. Bush won in the 2000 election, it was the only one to go Democratic in the 2004 election. The state elected two Democrats to the Governorship during this period.The voters selected Democrats in New Hampshire as they did nationally in 2006 and 2008. In 2006, Democrats won both congressional seats (electing Carol Shea-Porter in the 1st district and Paul Hodes in the 2nd district), re-elected Governor John Lynch, and gained a majority on the Executive Council and in both houses of the legislature for the first time since 1911. Democrats had not held both the legislature and the governorship since 1874.[2] Neither U.S. Senate seat was up for a vote in 2006. In 2008, Democrats retained their majorities, governorship, and congressional seats; and former governor Jeanne Shaheen defeated incumbent Republican John E. Sununu for the U.S. Senate in a rematch of the 2002 contest. At the end of the 2008 election cycle, voters registered Democratic outnumbered those registered Republican.A 2006 University of New Hampshire survey found that New Hampshire residents who had moved to the state from Massachusetts were mostly Republican. The influx of new Republican voters from Massachusetts has resulted in Republican strongholds in the Boston exurban border towns of Hillsborough and Rockingham counties, while other areas have become increasingly Democratic. The study indicated that immigrants from states other than Massachusetts tended to lean Democratic.[3]In the 2010 midterm elections, New Hampshire voted out both of its Democratic members in the House of Representatives in favor of Republicans. Republicans also won control of both chambers of the State House by veto-proof majorities, while Governor John Lynch, a Democrat, won a fourth term, unprecedented in modern times.Two years later, in the 2012 elections, New Hampshire voted out both of its Republican members in the House of Representatives in favor of Democrats. At the same time, voters returned Democrats to the majority in the State House of Representatives, while Republicans held on to a narrow 13-11 majority in the state Senate, despite losing the popular vote. Democrat Maggie Hassan won a surprisingly large 12% margin of victory, with 54.6% of the vote in the gubernatorial election, becoming the first Democrat to succeed another Democrat as Governor of New Hampshire since 1854.In the 2016 elections, Republicans gained control of the governor's office and both chambers of the state legislature, giving full power at the state level to Republicans.[4] However, the state narrowly went to Democrat Hillary Clinton over Republican Donald Trump in that year's presidential election, while former Democratic governor Maggie Hassan defeated incumbent Republican Kelly Ayotte to join Senator Jeanne Shaheen and Representatives Carol Shea-Porter and Ann McLane Kuster to make the entire United States congressional delegations from New Hampshire represented by the Democratic party.In the 2018 midterm elections, both chambers of the state legislature returned to Democratic control with a Republican governor.Due to New Hampshire's large legislature and the state's history of volunteerism, women have held more political positions in the state than in many others. Since 1975, women have made up at least one-quarter of the state legislature.[5]The 2008 elections resulted in women holding the majority of seats (13 of the 24) in the New Hampshire Senate, a first for any legislative body in the United States.[6]Following the 2012 elections, New Hampshire had the first all-female congressional delegation in the country, when Carol Shea-Porter and Ann McLane Kuster were elected to the House of Representatives, joining Senators Jeanne Shaheen and Kelly Ayotte, who had been elected in 2008 and 2010, respectively.[7] The 2012 election also saw New Hampshire elect its second female governor, Maggie Hassan.Following the 2016 elections, New Hampshire had the first all-female, all-Democratic delegation in the country, when Maggie Hassan defeated incumbent Republican senator Kelly Ayotte in the New Hampshire senate race. Hassan serves alongside Democratic senator Jeanne Shaheen. In the US House, Carol Shea-Porter, a Democrat, defeated incumbent Representative Frank Guinta to represent the 1st Congressional District in New Hampshire again and serving alongside Representative Ann McLane Kuster, a Democrat, who won re-election to represent the 2nd Congressional District.[8]Same-sex marriage became legal in New Hampshire on January 1, 2010, replacing civil unions, which had become legal on January 1, 2008. In doing so, New Hampshire became the first state to recognize same-sex marriage entirely through the legislative process.After winning veto-proof majorities in both houses of the state legislature in 2010, the Republican leadership in the House attempted to repeal New Hampshire's same-sex marriage law. On March 21, 2012, however, the House defeated the repeal bill on a vote of 211 to 116.[9]Democrat Maggie Hassan, a supporter of same-sex marriage, ran against the legislature's record and won election as governor in November 2012[10] and Democrats took control of the House.[11]New Hampshire has also been noted for its libertarian tendencies, with its history of social libertarianism and fiscal restraint. New Hampshire perennially provides popular resistance to proposed seat-belt and motorcycle-helmet laws. Automobile insurance is optional under normal circumstances.[12]The state motto of Live Free or Die is another political touchstone. In 2006, when welcome signs at the border began to display the marketing slogan, You're Going to Love It Here, a firestorm erupted and Governor John Lynch acceded to a privately financed effort to erect new signs bearing the state motto. In 1997, a comparable firestorm had greeted a new issue of car license plates on which the motto was printed rather than embossed; the design was promptly changed to increase the size of the motto. (However, the U.S. Supreme Court had ruled in 1977 that those who object to the motto may tape over or cover up the words, either partially or completely.[13])When Senator Judd Gregg included an earmark in the REAL ID Act to compensate New Hampshire for being the first state to implement the Act in 2007, the state legislature enacted a law[14] calling the Act contrary and repugnant to the state and federal Bill of Rights and prohibiting the state executive branch from implementing it.[15]New Hampshire's libertarian reputation led the Free State Project to select it by vote for a mass in-migration.[16] Roughly 20 Free Staters, many of whom moved to New Hampshire specifically to participate in the Free State Project, have been elected state representatives, including roughly 10 who are currently serving, but none have been elected to higher offices. Many of those who have run have not made their affiliation with the Free State Project a prominent feature of their campaigns.[17] The Free State Project has met with opposition not only from Democrats, but also from many within the Republican Party, the party in which most Free State-affiliated candidates have run.[18]Some Free Staters have conducted acts of civil disobedience to demonstrate their opposition to what they call victimless crimes. Free Keene, a group of Free Staters in that city, has attracted particular attention to the high number of acts of civil disobedience, which have often been considered confrontational, and their effect on Keene's image and economy.[19] In recent years, a group of Free Keene members, calling themselves Robin Hooders have fed expired parking meters and videotaped their encounters with the parking enforcement officers, suggesting that the officers should refrain from writing tickets and get a different job. The close encounters with the Robin Hooders resulted in one officer resigning his position and a lawsuit filed by the City of Keene citing harassment of their employees.[20] In December 2013, the judge overseeing the case dismissed the city's arguments against the Robin Hooders on first amendment grounds, citing the public sidewalks' role as a traditional public forum.[21]During the Pumpkin Festival Riots of 2014 the Free Keene group claimed the police should have done more to stop the crimes being committed.[22]Taxation is a perennial electoral issue in New Hampshire, where there is strong opposition to broad-based taxes.  Their absence is not absolute; there is a 9% tax on meals and rentals,[23] and a 5% income tax on dividends and interest;[24] moreover, the state's 8.5% Business Enterprise Tax[25] is essentially an income tax on sole proprietors. However, candidates for legislature and Governor are routinely asked to take The Pledge against broad-based taxes.The property tax is the source of nearly all municipal revenue. It is broad-based (affecting even renters, indirectly) but does not attract the same controversy because municipal expenditures are voted locally, typically by Town Meeting, in which every voter can participate.In 2002, in response to court-ordered statewide equalization of education funding (see the Claremont Decision), New Hampshire instituted a statewide property tax. The tax is lower than the amount already assessed by municipalities, it is collected by municipalities, and is essentially returned to them, though legislative adjustments create donor towns and recipient towns. Each new legislature has considered changes to the distribution formula.Taxes that are not broad-based (that is, that residents could avoid paying) have not aroused comparable controversy. For example, the meals and rentals tax disproportionately impacts tourists and visitors, who do not vote. Recent legislatures have covered increased spending with increases in sin taxes, tolls, and filing fees. Some feel it would be simpler and fairer to enact a broad-based tax; in 2008, various Town Meetings considered citizen petitions against The Pledge. In particular, the property tax is seen as unfairly impacting the poor and especially retirees. Advocates of a state broad-based tax say it would permit higher state payments to municipalities, enabling them to lower property taxes. The opposing argument is that a new state tax would not change this alleviate local taxes, but would eventually lead to more state spending.New Hampshire's lower tax burden has also induced contiguous Amesbury and Salisbury, Massachusetts, and not-nearly-contiguous Killington, Vermont in 2004 and 2005, to petition to become part of New Hampshire.[26]  This reflected local discontent with restrictions on liberty or profitability, rather than any expectation that their own states plus the U.S. Congress would grant the necessary permission."
Midwest Questar XLS,8 May 2019,https://en.wikipedia.org/wiki/Midwest_Questar_XLS,"The Midwest Questar XLS is an American ultralight aircraft that was designed and produced by Midwest Engineering of Overland Park, Kansas. When it was available the aircraft was supplied in the form of plans for amateur construction, but the plans were withdrawn on 29 June 2000.[1][2]The Questar XLS was designed to comply with the US FAR 103 Ultralight Vehicles rules, including the category's maximum empty weight of 254 lb (115 kg). The aircraft has a standard empty weight of 240 lb (109 kg).[1]The aircraft features a strut-braced high-wing, a single-seat open cockpit without a windshield, fixed tricycle landing gear without wheel pants and a single engine in pusher configuration.[1]The Questar XLS is made from bolted-together 6061-T6 aluminum tubing, with its flying surfaces covered in doped aircraft fabric. Its 31.30 ft (9.5 m) span wing has a wing area of 146.0 sq ft (13.56 m2), is supported by V struts and the wing can be detached in ten minutes for ground transport or storage. The acceptable power range is 30 to 40 hp (22 to 30 kW) and the standard engines used are small 30 hp (22 kW) two-stroke powerplants.[1]The aircraft has a typical empty weight of 240 lb (110 kg) and a gross weight of 500 lb (230 kg), giving a useful load of 260 lb (120 kg). With full fuel of 5 U.S. gallons (19 L; 4.2 imp gal) the payload for the pilot and baggage is 230 lb (100 kg).[1]The standard day, sea level, no wind, take off distance with a 30 hp (22 kW) engine is 100 ft (30 m) and the landing roll is 80 ft (24 m).[1]The manufacturer estimated the construction time from the supplied plans as 200 hours.[1]By 1998 the company reported that 70 sets of plans had been sold and that 10 aircraft were completed and flying.[1]Data from AeroCrafter[1]General characteristicsPerformance"
Gerhard Fischer (inventor),19 August 2019,https://en.wikipedia.org/wiki/Gerhard_Fischer_(inventor),"Gerhard Fisher contributed to the development and popularity of the hand held metal detector.Gerhard Fisher immigrated to the United States from Germany after studying electronics at the University of Dresden. While working as a Research Engineer in Los Angeles, California his work with aircraft radio detection finders led him to the idea of a portable metal detectors. Fisher shared the idea with Albert Einstein who correctly predicted the proliferation of hand held metal detector use.Although the actual inventor of the hand-held metal detector is disputed, the hand-held metal detector was made in 1925 and was first patented by Dr. Gerhard Fisher in 1931. A metal detector had been invented some forty years earlier (1881) by Alexander Graham Bell for the sole purpose of locating a lead bullet in President James A. Garfield.He founded Fisher Research Laboratory to develop and market the hand held metal detectors in 1931."
Rudi Mahall,24 February 2020,https://en.wikipedia.org/wiki/Rudi_Mahall,"Rudi Mahall (born December 23, 1966 in Nürnberg, Germany) is a contemporary jazz bass clarinetist.While studying classical clarinet, Mahall shifted towards contemporary music, improvisation and jazz.He is, or was a member of following bands:Avantgardeband Die Hartmann 8, Der Rote Bereich (initially comprehending Frank Möbus, Marty Cook, Jim Black und Henning Sievert), the Trio Tiefe töne für Augen und Ohren (with Sievert and Bill Elgart), Carlos Bicas Azul and Die Enttäuschung (amongst others with Axel Dörner, Jan Roder). He carried out several projects and published CDs with Aki Takase, about the work  of Eric Dolphy and others. Mahall participated to Alexander von Schlippenbach's recording of the complete works of Thelonious Monk, published by a prestigious Swiss label, and he is a member of the Globe Unity Orchestra.  Moreover, he performed with Conny Bauer, Lee Konitz, Barry Guy, Karl Berger, Paul Lovens, Sven-Åke Johansson, Radu Malfatti, Ed Schuller, Ray Anderson, Kenny Wheeler, Hannes Bauer and many others.Mahall performed at the Free Music Festival Jazz à Mulhouse in 2008,  at the Moers Festival, the JazzFest Berlin, the Leverkusener Jazztage and jazz festivals in New York City, Amsterdam, München, Würzburg, Nürnberg, and he toured in Portugal, southern and eastern Africa."
Converging Lines,18 February 2020,https://en.wikipedia.org/wiki/Converging_Lines,"Converging Lines is a Canadian two-part television documentary which aired on CBC Television in 1977.These programmes profiled the Jewish and Islamic faiths, featuring interviews with their respective adherents and providing historical background over two episodes:[1]The two-hour-long episodes were broadcast on 20 and 21 March 1977 at 10:00 p.m. (Eastern)."
Herman Heuser,26 December 2016,https://en.wikipedia.org/wiki/Herman_Heuser,"Herman Joseph Heuser (1872 - 1933) was a Catholic priest, author, and educator.He obtained the degree of Doctor of Divinity.The Philadelphia Archdiocesan Historical Research Center holds records relating to the correspondence between him and prominent figures in the Catholic Church, including Cardinal James Gibbons, and Archbishop Patrick Ryan of Philadelphia, Mother Katharine Drexel, Thomas C. Middleton, O.S.A. With these are conserved letters from other noted persons: Oliver Wendell Holmes, Jr., Princess Catherine Radziwiłł, Leopold Stokowski, etc. The lot includes archival materials dealing with publication of the book My New Curate by the Irish author Canon Patrick Augustine Sheehan, and also has papers deriving from Heuser's work with the American Ecclesiastical Review and the Dolphin Magazine. A scrapbook entitled Commentarius de Judicio Sacramental holds both prayers and poems and newspaper clippings, all on a variety of spiritual topics. Heuser edited the 1905 edition of the German theologian, Caspar Schieler's work:Theory and practice of the confessional; a guide in the administration of the sacrament of penance.[1]"
1989 French Open,28 October 2018,https://en.wikipedia.org/wiki/1989_French_Open,"The 1989 French Open was a tennis tournament that took place on the outdoor clay courts at the Stade Roland Garros in Paris, France. The tournament was held from 29 May until 11 June. It was the 93rd staging of the French Open, and the second Grand Slam tennis event of 1989.For the first time in French Open history the Singles championships were won by two teenagers – Michael Chang (17 years, 3 months) and Arantxa Sánchez (17 years, 6 months). Chang still holds the record for youngest ever male Grand Slam singles title winner. He gained admirers for his audacious style of play and battling qualities. Sánchez broke the record for the youngest champion at Roland Garros, a record bettered the following year by Monica Seles (16 years, 6 months).Sánchez's victory made her only the seventh woman to win a Grand Slam tournament in the 1980s; the others being Martina Navratilova, Chris Evert, Tracy Austin, Evonne Goolagong, Steffi Graf and Hana Mandlíková.Steffi Graf's loss in the women's final was her only Grand Slam defeat in two years. She won eight of the nine Grand Slam tournaments from the 1988 Australian Open – 1990 Australian Open. This prevented her from completing a second consecutive Grand Slam and was her 9th Grand Slam final on her record run of 13 finals.One notable débutant was Monica Seles, appearing in her first Grand Slam. She reached the semi-finals without being seeded, and aged only 15. Jennifer Capriati also made her presence felt, becoming the youngest winner (13 years, 2 months) of the girls' singles title – this record was broken in 1993 by Martina Hingis, aged 12. Michael Chang[a] defeated  Stefan Edberg, 6–1, 3–6, 4–6, 6–4, 6–2 Arantxa Sánchez Vicario[b] defeated  Steffi Graf, 7–6(8–6), 3–6, 7–5 Jim Grabb /  Patrick McEnroe defeated  Mansour Bahrami /  Eric Winogradsky, 6–4, 2–6, 6–4, 7–6(7–5) Larisa Savchenko Neiland /  Natalia Zvereva defeated  Steffi Graf /  Gabriela Sabatini, 6–4, 6–4 Manon Bollegraf /  Tom Nijssen  defeated  Horacio de la Peña /  Arantxa Sánchez Vicario, 6–3, 6–7, 6–2 Fabrice Santoro defeated   Jared Palmer, 6–3, 3–6, 9–7 Jennifer Capriati[c] defeated  Eva Švíglerová, 6–4, 6–0 Johan Anderson /  Todd Woodbridge Nicole Pratt /  Wang Shi-tingTotal prize money for the event was $4,545,000."
Provost Airport,25 March 2020,https://en.wikipedia.org/wiki/Provost_Airport,"Provost Airport, (TC LID: CEH6), is located 1 nautical mile (1.9 km; 1.2 mi) south of Provost, Alberta, Canada."
Airboard (sled),21 February 2018,https://en.wikipedia.org/wiki/Airboard_(sled),"An airboard is an inflatable bodyboard for the snow, i.e. a single-person sled.[1][2][3][4]"
Richard Callaway (umpire),25 March 2020,https://en.wikipedia.org/wiki/Richard_Callaway_(umpire),"Richard Callaway (2 August 1860 – 19 March 1935 at Sydney, New South Wales) was a cricket Test match umpire.  He umpired 3 Test matches between Australia and England in the 1901/02 season.In his first match, at Sydney on 13 December to 16 December 1901, he stood  with Bob Crockett in a match which England won by an innings.His younger brother Sydney played Test cricket for Australia."
"Konstantynów, Rawa County",23 March 2017,"https://en.wikipedia.org/wiki/Konstantyn%C3%B3w,_Rawa_County","Konstantynów [kɔnstanˈtɨnuf] is a village in the administrative district of Gmina Biała Rawska, within Rawa County, Łódź Voivodeship, in central Poland.[1] It lies approximately 7 kilometres (4 mi) south-east of Biała Rawska, 21 km (13 mi) east of Rawa Mazowiecka, and 75 km (47 mi) east of the regional capital Łódź.Coordinates: 51°45′33″N 20°32′38″E﻿ / ﻿51.75917°N 20.54389°E﻿ / 51.75917; 20.54389"
Dare 2 Dance,23 January 2020,https://en.wikipedia.org/wiki/Dare_2_Dance,Dare 2 Dance is an Indian reality television show which began on Life OK from 6 September 2014 on weekends at 8:30 pm [2] The show is hosted by the Bollywood actor Akshay Kumar.[3]
